date,gross_value,net_value,benchmark_value
2008-01-16,85842.7877892924,71326.40100552762,127749.99
2008-01-17,85583.48671164992,71110.9488618893,127364.1
2008-01-18,82861.25385665741,68849.05735945793,123312.914
2008-01-22,82939.07183049379,68844.86691990706,123197.1
2008-01-23,86367.81021354246,71622.09969135994,128290.125
2008-01-24,87173.00242542628,72218.19808530694,127094.1
2008-01-25,86590.72475496742,71663.5937931804,126245.18
2008-01-28,86273.1886656897,71400.79685527431,125782.22
2008-01-29,87331.75288234415,72205.47737360597,124238.88
2008-01-30,88416.61671396112,73030.23214564813,125782.22
2008-01-31,82585.48166016862,68213.8394529853,117486.79
2008-02-01,83290.65505751516,68728.08373990192,116483.6
2008-02-04,80200.69413551154,66109.6447329637,112162.234
