date,gross_value,net_value,benchmark_value
2014-03-25,51672.706401827614,46541.49374061264,732072.56
2014-03-26,50304.212916557015,45308.894648869726,712684.44
2014-03-27,51529.54854507707,46412.55177186685,730044.4
2014-03-28,50578.39754585621,45555.85214532959,716568.94
2014-03-31,52645.696981966496,47417.86422995877,745857.4
2014-04-01,55877.665811906765,50328.89149256795,791646.3
2014-04-02,54691.15330963926,49260.20227454998,774836.4
2014-04-03,57886.725268862945,52089.186752964844,729563.1
2014-04-04,59171.40027892561,53245.19749990575,713372.06
2014-04-07,56907.42238797829,51207.96415118199,740666.7
2014-04-08,56519.166813304655,50858.59359958969,745719.94
2014-04-09,59838.45761201801,53845.44693251746,701924.9
2014-04-10,59718.30209126143,53683.479920044316,700515.44
2014-04-11,58050.835046874025,52184.518454966,680955.44
2014-04-14,59275.799332700466,53233.50967892314,666586.2
2014-04-15,60865.375561298315,54607.81864868859,684461.8
2014-04-16,60562.74530961401,54336.30175177994,681058.56
2014-04-17,62476.34386811943,56053.16363073138,702577.9
2014-04-21,58117.241293389445,52086.166343669545,751598.2
2014-04-22,60948.14444412411,54623.29455434316,714987.7
2014-04-23,60986.24029738726,54657.43703781122,714540.75
2014-04-24,63336.3804416464,56763.69307750973,687005.5
2014-04-25,63761.0491365367,57144.29208377262,682399.1
2014-04-28,61059.77074458886,54723.33691569655,711309.44
2014-04-29,60773.53850006655,54466.80821665098,714643.94
2014-04-30,60820.308721067006,54508.72489157817,714094.0
2014-05-01,61751.36572780815,55288.65340165002,725025.6
2014-05-02,60082.488531197276,53739.14722275995,744619.94
2014-05-05,62670.40848916922,56053.84182050386,712547.1
2014-05-06,64463.32800450386,57657.469901639335,692162.06
2014-05-07,57176.587911099006,51082.38600306797,613922.2
2014-05-08,58351.56080295889,52132.1236841351,626538.2
2014-05-09,59123.13022394935,52821.45490222878,634822.8
2014-05-12,60880.78531593452,54391.76924152875,653695.3
2014-05-13,61028.05994868705,54523.34651666141,655276.7
2014-05-14,61677.97449035445,55049.46616930518,648298.4
2014-05-15,62649.30667591147,55861.36019033392,658508.06
2014-05-16,61167.77929390486,54484.49243583124,674080.44
2014-05-19,61414.209704031586,54703.99747543706,671364.75
2014-05-20,60109.197199637296,53541.572670333495,685630.9
2014-05-21,58472.73444731504,52083.91238775223,704297.0
2014-05-22,57782.06770976093,51468.70897392327,712615.94
2014-05-23,56594.64871976038,50411.02923263349,727260.25
2014-05-27,56947.764567890204,50725.56309308244,722722.56
2014-05-28,56947.764567890204,50725.56309308244,722722.56
2014-05-29,57616.81602594257,51321.51294652216,714231.7
2014-05-30,58468.15731354423,52079.83535874786,703678.25
2014-06-02,58536.7113620221,52088.819249730914,704503.3
2014-06-03,58265.35943325437,51847.35707596386,701237.56
